rank,score,image,description,target_probability,reference_probability,probability_margin,best_target_prompt,best_reference_prompt,best_overall_prompt,width,height,extension,size_bytes,references,context_keyword_hits
8552,-0.9397725597955287,assets/images/2025/20241229_20250804/20250802_165411_3.jpg,a wafer photo,0.0015717379283159971,0.9429160356521606,-0.9413442977238446,a doughnut chart,a wafer photo,a wafer photo,1199,455,.jpg,62192,_posts/2025-08-05-weekly-OFS-58.md:244,
8553,-0.9403432575054467,assets/images/2025/20240925_20250706/20250704_195636_1.jpg,a screenshot of a website,0.0012056247796863317,0.9427545070648193,-0.941548882285133,a pie chart,a screenshot of a website,a screenshot of a website,1200,838,.jpg,162660,_posts/2025-07-06-weekly-OFS-54.md:224,
8554,-0.9403553507581819,assets/images/2025/20240822_20250825/20250820_063437_0.jpg,a microscope image,0.00023106228036340326,0.9408174753189087,-0.9405864130385453,a doughnut chart,a microscope image,a microscope image,1200,692,.jpg,79114,_posts/2025-08-24-weekly-OFS-61.md:176,
8555,-0.9404764915743726,assets/images/2024/20240429_20241204/20241124_174059_3.jpg,a microscope image,5.825632615596987e-05,0.9405930042266846,-0.9405347479005286,a doughnut chart,a microscope image,a microscope image,1200,900,.jpg,116051,_posts/2024-12-08-weekly-OFS-24.md:194,
8556,-0.9404764915743726,assets/images/2024/20240702_20241207/20241205_085938_3.jpg,a microscope image,5.825632615596987e-05,0.9405930042266846,-0.9405347479005286,a doughnut chart,a microscope image,a microscope image,1200,900,.jpg,116051,_posts/2024-12-15-weekly-OFS-25.md:126,
8557,-0.9405433570645982,assets/images/2025/20250105_20250615/20250105_184939_3.jpg,a microscope image,9.020987636176869e-05,0.9407237768173218,-0.94063356694096,a doughnut chart,a microscope image,a microscope image,873,1200,.jpg,144357,,
8558,-0.9406976252794266,assets/images/2026/20250225_20260126/20260121_062545_0.jpg,a screenshot of a website,0.003937534987926483,0.9485726952552795,-0.9446351602673531,a composition breakdown pie chart,a screenshot of a website,a screenshot of a website,1199,569,.jpg,24720,_posts/2026-01-25-weekly-OFS-83.md:69,
8559,-0.9413849817356095,assets/images/2025/20250117_20250127_long_thread/20250122_043517_2.jpg,a microscope image,0.0006774610956199467,0.9427399039268494,-0.9420624428312294,a circular chart with colored slices,a microscope image,a microscope image,1200,900,.jpg,84790,_posts/2026-06-13-100G-200G-400G-800G.md:57,
8560,-0.9414910932537168,assets/images/2024/20240502_20241115/20241111_021417_0.jpg,a microscope image,0.00015033979434520006,0.9417917728424072,-0.941641433048062,a pie chart,a microscope image,a microscope image,1200,670,.jpg,62298,_posts/2024-11-17-weekly-OFS-21.md:60,
8561,-0.9415130898996722,assets/images/2025/20241101_20250216/20250208_164334_0.jpg,a microscope image,0.00014044415729586035,0.9417939782142639,-0.9416535340569681,a doughnut chart,a microscope image,a microscope image,767,589,.jpg,861212,_posts/2025-02-16-weekly-OFS-34.md:73,
8562,-0.9415130898996722,assets/images/2026/20240627_20260322/20260319_060131_0.jpg,a microscope image,0.00014044415729586035,0.9417939782142639,-0.9416535340569681,a doughnut chart,a microscope image,a microscope image,767,589,.jpg,861212,_posts/2026-03-23-weekly-OFS-91.md:379,
8563,-0.9415897275903262,assets/images/2025/20241130_20251124/20251119_044550_0.jpg,a microscope image,0.00026195516693405807,0.9421136379241943,-0.9418516827572603,a doughnut chart,a microscope image,a microscope image,1154,1124,.jpg,468714,_posts/2025-11-23-weekly-OFS-74.md:153,
8564,-0.9424541234620847,assets/images/2024/20240702_20241207/20241207_201601_0.jpg,a ring resonator diagram,0.000406909006414935,0.9432679414749146,-0.9428610324684996,a doughnut chart,a ring resonator diagram,a ring resonator diagram,1200,863,.jpg,98770,,
8565,-0.9429229850939009,assets/images/imported/lnnb17-fab-si-hardmask-pattern-test-180820/image11.png,a microscope image,0.00011355899914633483,0.9431501030921936,-0.9430365440930473,a doughnut chart,a microscope image,a microscope image,1024,943,.png,943898,_posts/2018-08-20-lnnb17-fab-si-hardmask-pattern-test-180820.md:123,
8566,-0.9441906411957461,assets/images/2025/20240822_20250825/20241125_174036_0.jpg,a microscope image,0.00021951399685349315,0.9446296691894531,-0.9444101551925996,a circular percentage chart,a microscope image,a microscope image,873,1199,.jpg,131211,_posts/2025-08-24-weekly-OFS-61.md:197,
8567,-0.9442579997703433,assets/images/2025/20240920_20251005/20240920_020713_3.jpg,a microscope image,0.00020413333550095558,0.9446662664413452,-0.9444621331058443,a circular chart with colored slices,a microscope image,a microscope image,1200,900,.jpg,108408,_posts/2025-10-06-weekly-OFS-67.md:46; _posts/trash_2025-10-05-weekly-OFS-67.md:202,
8568,-0.9443663374404423,assets/images/2025/20250305_20251027/20251020_143850_1.jpg,a microscope image,0.00014957707026042044,0.9446654915809631,-0.9445159145107027,a doughnut chart,a microscope image,a microscope image,1195,1200,.jpg,227845,_posts/2025-10-26-weekly-OFS-70.md:52,
8569,-0.9443665227736346,assets/images/imported/lnnb17-fab-si-hardmask-pattern-test-180820/image16.png,a microscope image,0.00041502309613861144,0.9451965689659119,-0.9447815458697733,a doughnut chart,a microscope image,a microscope image,1024,943,.png,1004960,_posts/2018-08-20-lnnb17-fab-si-hardmask-pattern-test-180820.md:185,
8570,-0.9446140355430543,assets/images/2024/20241008_20241031/20241017_015633_3.jpg,a ring resonator diagram,0.0009279337245970964,0.9464699029922485,-0.9455419692676514,a circular percentage chart,a ring resonator diagram,a ring resonator diagram,1168,1142,.jpg,123018,_posts/2024-11-03-weekly-OFS-19.md:109,
8571,-0.9448370703030378,assets/images/2024/LNSOI_SEM.png,a microscope image,0.0007349367951974273,0.9463069438934326,-0.9455720070982352,a doughnut chart,a microscope image,a microscope image,1502,1378,.png,3644050,_posts/2024-10-13-yapping-on-ebeam-lithography.md:536,
8572,-0.9450614867091645,assets/images/2024/20241008_20241031/20241018_015913_1.jpg,a microscope image,0.00014010978338774294,0.9453417062759399,-0.9452015964925522,a doughnut chart,a microscope image,a microscope image,1018,912,.jpg,687490,_posts/2024-11-03-weekly-OFS-19.md:172,
8573,-0.9453439838398481,assets/images/2025/20241101_20250216/20241227_055905_3.jpg,a microscope image,5.924072320340201e-05,0.9454624652862549,-0.9454032245630515,a doughnut chart,a microscope image,a microscope image,1179,810,.jpg,196934,,
8574,-0.9453439838398481,assets/images/2025/20241220_20250104/20241227_055905_1.jpg,a microscope image,5.924072320340201e-05,0.9454624652862549,-0.9454032245630515,a doughnut chart,a microscope image,a microscope image,1179,810,.jpg,196934,_posts/2025-01-05-weekly-OFS-28.md:49,
8575,-0.9453439838398481,assets/images/2025/20241227_20251117/20241227_055905_3.jpg,a microscope image,5.924072320340201e-05,0.9454624652862549,-0.9454032245630515,a doughnut chart,a microscope image,a microscope image,1179,810,.jpg,196934,_posts/2025-11-16-weekly-OFS-73.md:203,
8576,-0.9453439838398481,assets/images/2026/20240131_20260208/20241227_055905_3.jpg,a microscope image,5.924072320340201e-05,0.9454624652862549,-0.9454032245630515,a doughnut chart,a microscope image,a microscope image,1179,810,.jpg,196934,_posts/2026-02-08-weekly-OFS-85.md:281,
8577,-0.9464601853396744,assets/images/2025/20250211_20250817/20250814_051342_0.jpg,a screenshot of a website,0.0010654340730980039,0.9485910534858704,-0.9475256194127724,a market share pie chart,a screenshot of a website,a screenshot of a website,1164,1200,.jpg,180873,_posts/2025-08-18-weekly-OFS-60.md:159,
8578,-0.9471994933846872,assets/images/2025/20231216_20251013/20251010_045545_0.jpg,a microscope image,5.953026993665844e-05,0.9473185539245605,-0.9472590236546239,a doughnut chart,a microscope image,a microscope image,1200,900,.jpg,127091,_posts/2025-10-13-weekly-OFS-68.md:192,
8579,-0.9471994933846872,assets/images/2025/20250117_20250127_long_thread/20250127_000458_0.jpg,a microscope image,5.953026993665844e-05,0.9473185539245605,-0.9472590236546239,a doughnut chart,a microscope image,a microscope image,1200,900,.jpg,127091,_posts/2026-06-13-100G-200G-400G-800G.md:82,
8580,-0.9471994933846872,assets/images/2026/20240131_20260208/20250127_000458_2.jpg,a microscope image,5.953026993665844e-05,0.9473185539245605,-0.9472590236546239,a doughnut chart,a microscope image,a microscope image,1200,900,.jpg,127091,_posts/2026-02-08-weekly-OFS-85.md:163,
8581,-0.9479802385903895,assets/images/2025/20241218_20260104/20251230_031529_0.jpg,a screenshot of a website,0.0030999116133898497,0.9541800618171692,-0.9510801502037793,a doughnut chart,a screenshot of a website,a screenshot of a website,1199,785,.jpg,61896,_posts/2026-01-08-weekly-OFS-80.md:103,
8582,-0.9481306658126414,assets/images/2025/20241024_20251229/20251224_054633_0.jpg,a screenshot of a website,0.0010416812729090452,0.9502140283584595,-0.9491723470855504,a donut chart,a screenshot of a website,a screenshot of a website,1200,766,.jpg,96344,_posts/2025-12-29-weekly-OFS-79.md:151,
8583,-0.9481637072822195,assets/images/imported/lnnb17-fab-si-hardmask-pattern-test-180820/image8.png,a microscope image,5.187629358260892e-05,0.9482674598693848,-0.9482155835758022,a doughnut chart,a microscope image,a microscope image,1024,943,.png,788329,_posts/2018-08-20-lnnb17-fab-si-hardmask-pattern-test-180820.md:117,
8584,-0.9505447483461467,assets/images/2025/20250117_20250127_long_thread/20250122_052349_3.jpg,a microscope image,5.4670552344759926e-05,0.9506540894508362,-0.9505994188984914,a doughnut chart,a microscope image,a microscope image,1200,900,.jpg,91523,_posts/2026-06-13-100G-200G-400G-800G.md:79,
8585,-0.9505541728431126,assets/images/2024/20240829_20241109/20241107_024427_1.jpg,a microscope image,6.274350016610697e-05,0.9506796598434448,-0.9506169163432787,a doughnut chart,a microscope image,a microscope image,449,239,.jpg,51352,_posts/2024-11-09-weekly-OFS-20.md:112,
8586,-0.9512613010592759,assets/images/2025/20241215_20250915/20250913_201738_3.jpg,a microscope image,0.002795805921778083,0.956852912902832,-0.954057106981054,a circular chart with colored slices,a microscope image,a microscope image,1125,1021,.jpg,224285,_posts/2025-09-15-weekly-OFS-64.md:218,
8587,-0.9512613010592759,assets/images/2025/20250214_20250921/20250913_201738_3.jpg,a microscope image,0.002795805921778083,0.956852912902832,-0.954057106981054,a circular chart with colored slices,a microscope image,a microscope image,1125,1021,.jpg,224285,_posts/2025-09-21-weekly-OFS-65.md:96,
8588,-0.9514393042773008,assets/images/2024/20241122_20241215/20241212_164714_1.jpg,a flow diagram,0.0006970549002289772,0.9528334140777588,-0.9521363591775298,a circular percentage chart,a flow diagram,a flow diagram,1200,673,.jpg,89425,_posts/2024-12-22-weekly-OFS-26.md:159,
8589,-0.95166880209581,assets/images/2025/FoundersInc2025/IMG_0607.jpeg,a microscope image,0.00011557182006072253,0.9518999457359314,-0.9517843739158707,a doughnut chart,a microscope image,a microscope image,5712,4284,.jpeg,4093478,_posts/2025-08-04-Founders-Inc.md:61,
8590,-0.951773768349085,assets/images/2024/20240502_20241115/20241111_014316_1.jpg,a technical diagram,0.0002836556814145297,0.9523410797119141,-0.9520574240304995,a doughnut chart,a technical diagram,a technical diagram,1200,661,.jpg,91910,_posts/2024-11-17-weekly-OFS-21.md:48,
8591,-0.9521873071789742,assets/images/2026/20240131_20260208/20260207_042456_0.jpg,a circular object that is not a chart,0.00257965549826622,0.9573466181755066,-0.9547669626772404,a circular chart with colored slices,a circular object that is not a chart,a circular object that is not a chart,1200,564,.jpg,51603,_posts/2026-02-08-weekly-OFS-85.md:358,
8592,-0.9521873071789742,assets/images/2026/20250508_20260406/20260207_042456_1.jpg,a circular object that is not a chart,0.00257965549826622,0.9573466181755066,-0.9547669626772404,a circular chart with colored slices,a circular object that is not a chart,a circular object that is not a chart,1200,564,.jpg,51603,_posts/2026-04-07-weekly-OFS-93.md:129,
8593,-0.9524294050061144,assets/images/2025/20241227_20251117/20251115_050918_1.jpg,a microscope image,0.00019354067626409233,0.9528164863586426,-0.9526229456823785,a doughnut chart,a microscope image,a microscope image,1200,830,.jpg,153462,_posts/2025-11-16-weekly-OFS-73.md:221,
8594,-0.9526022746867966,assets/images/2025/20240830_20250427/20250422_155938_0.jpg,a microscope image,7.60518159950152e-05,0.9527543783187866,-0.9526783265027916,a doughnut chart,a microscope image,a microscope image,1200,415,.jpg,98421,_posts/2025-04-27-weekly-OFS-44.md:158,
8595,-0.9533567629405297,assets/images/2025/20250108_20250318/20250315_161057_1.jpg,a screenshot of a website,0.00025229642051272094,0.9538613557815552,-0.9536090593610425,a doughnut chart,a screenshot of a website,a screenshot of a website,1200,677,.jpg,136325,_posts/2025-03-17-weekly-OFS-38.md:529,
8596,-0.9534690617001615,assets/images/2025/20250211_20250817/20250616_155544_0.jpg,a microscope image,0.00034426458296366036,0.9541575908660889,-0.9538133262831252,a doughnut chart,a microscope image,a microscope image,1200,1158,.jpg,193003,_posts/2025-08-18-weekly-OFS-60.md:76,
8597,-0.9539747843518853,assets/images/2024/20240803_20240928/20240926_041343_0.jpg,a screenshot of a website,0.0024643237702548504,0.958903431892395,-0.9564391081221402,a circular percentage chart,a screenshot of a website,a screenshot of a website,1199,509,.jpg,106205,_posts/2024-10-06-weekly-OFS-15.md:188,
8598,-0.9548011740844231,assets/images/2025/20240925_20250706/20250705_052202_1.jpg,a scientific plot,0.00021473960077855736,0.9552306532859802,-0.9550159136852017,a circular chart with colored slices,a scientific plot,a scientific plot,1199,612,.jpg,96271,_posts/2025-07-06-weekly-OFS-54.md:235,
8599,-0.9549940921133384,assets/images/2025/20250125_20250608/20250607_155406_0.jpg,a microscope image,0.000828589138109237,0.9566512703895569,-0.9558226812514476,a doughnut chart,a microscope image,a microscope image,1199,516,.jpg,117898,_posts/2025-06-08-weekly-OFS-50.md:311,
8600,-0.9555353159084916,assets/images/2026/20240131_20260208/20260203_045109_3.jpg,a ring resonator diagram,0.000130403321236372,0.9557961225509644,-0.955665719229728,a pie chart,a ring resonator diagram,a ring resonator diagram,908,667,.jpg,84041,_posts/2026-02-08-weekly-OFS-85.md:230,
8601,-0.9562324564903975,assets/images/2025/20240830_20250427/20250424_155634_2.jpg,a microscope image,0.003626481629908085,0.9634854197502136,-0.9598589381203055,a composition breakdown pie chart,a microscope image,a microscope image,1200,801,.jpg,183147,_posts/2025-04-27-weekly-OFS-44.md:215,
8602,-0.9568090144020971,assets/images/2025/20250105_20250615/20250613_051237_3.jpg,a microscope image,8.41764995129779e-05,0.956977367401123,-0.9568931909016101,a doughnut chart,a microscope image,a microscope image,1200,1072,.jpg,1006778,_posts/2025-06-15-weekly-OFS-51.md:240,
8603,-0.9574420913122594,assets/images/2025/20250505_20250512/20250507_013328_0.jpg,a screenshot of a website,0.0025982626248151064,0.9626386165618896,-0.9600403539370745,a doughnut chart,a screenshot of a website,a screenshot of a website,990,1200,.jpg,97867,_posts/2025-05-12-weekly-OFS-46.md:109,
8604,-0.9575763884931803,assets/images/2025/20240822_20250825/20250820_022747_0.jpg,a screenshot of a website,0.003942164592444897,0.9654607176780701,-0.9615185530856252,a donut chart,a screenshot of a website,a screenshot of a website,1200,682,.jpg,111178,_posts/2025-08-24-weekly-OFS-61.md:154,
8605,-0.9582188676577061,assets/images/2025/20250117_20250127_long_thread/20250122_052349_2.jpg,a microscope image,0.0002757633337751031,0.9587703943252563,-0.9584946309914812,a pie chart,a microscope image,a microscope image,1200,900,.jpg,64323,_posts/2026-06-13-100G-200G-400G-800G.md:78,
8606,-0.958246178139234,assets/images/2024/20240429_20241204/20241124_174059_7.jpg,a microscope image,5.864763807039708e-05,0.9583634734153748,-0.9583048257773044,a doughnut chart,a microscope image,a microscope image,1200,900,.jpg,75027,,
8607,-0.958246178139234,assets/images/2024/20240608_20241127/20241121_063026_3.jpg,a microscope image,5.864763807039708e-05,0.9583634734153748,-0.9583048257773044,a doughnut chart,a microscope image,a microscope image,1200,900,.jpg,75027,_posts/2024-11-30-weekly-OFS-23.md:116,
8608,-0.9594340735347942,assets/images/2025/20240712_20250111/20250106_075431_1.jpg,a microscope image,0.0005534979864023626,0.9605410695075989,-0.9599875715211965,a doughnut chart,a microscope image,a microscope image,1200,996,.jpg,844102,_posts/2025-01-12-weekly-OFS-29.md:79,
8609,-0.9596496463636868,assets/images/2025/20240701_20250728/20250722_153903_2.jpg,a microscope image,0.0002744674275163561,0.9601985812187195,-0.9599241137912031,a doughnut chart,a microscope image,a microscope image,1200,803,.jpg,334548,_posts/2025-07-27-weekly-OFS-57.md:114,
8610,-0.960225246992195,assets/images/2025/20241113_20250130/20250129_025455_0.jpg,a scientific plot,0.0001257545518456027,0.9604767560958862,-0.9603510015440406,a circular percentage chart,a scientific plot,a scientific plot,1200,662,.jpg,357359,_posts/2025-02-02-weekly-OFS-32.md:255,
8611,-0.9611926278448664,assets/images/2025/20241130_20251124/20251121_055908_0.jpg,a ring resonator diagram,0.0004224677395541221,0.9620375633239746,-0.9616150955844205,a doughnut chart,a ring resonator diagram,a ring resonator diagram,1199,723,.jpg,63632,_posts/2025-11-23-weekly-OFS-74.md:189,
8612,-0.9612427069187106,assets/images/2024/ebeam/JJ_20200225_D1_45deg_020.jpg,a microscope image,2.1442103388835676e-05,0.9612855911254883,-0.9612641490220994,a doughnut chart,a microscope image,a microscope image,1024,943,.jpg,130042,_posts/2024-10-13-yapping-on-ebeam-lithography.md:301,
8613,-0.9615503967943368,assets/images/2026/20240822_20260427/20260426_220704_1.jpg,a microscope image,0.00012061888264724985,0.9617916345596313,-0.9616710156769841,a doughnut chart,a microscope image,a microscope image,1200,693,.jpg,82662,_posts/2026-04-27-weekly-OFS-96.md:191,
8614,-0.9618860723276157,assets/images/imported/ln-properties/image83.png,a microscope image,0.00010393849515821785,0.9620939493179321,-0.9619900108227739,a doughnut chart,a microscope image,a microscope image,1024,943,.png,707090,_posts/2018-04-28-ln-properties.md:331,
8615,-0.96233514873893,assets/images/imported/lnnb17-fab-si-hardmask-pattern-test-180820/image6.png,a microscope image,4.226998134981841e-05,0.9624196887016296,-0.9623774187202798,a doughnut chart,a microscope image,a microscope image,1024,943,.png,806295,_posts/2018-08-20-lnnb17-fab-si-hardmask-pattern-test-180820.md:147,
8616,-0.9628950877231546,assets/images/2025/20241206_20250308/20250306_043950_1.jpg,a screenshot of a website,0.00013143205433152616,0.9631579518318176,-0.9630265197774861,a pie chart,a screenshot of a website,a screenshot of a website,720,925,.jpg,98260,_posts/2025-03-09-weekly-OFS-37.md:295,
8617,-0.9629328767769039,assets/images/2025/20240910_20250117/20250117_160350_0.jpg,a table,0.0012806395534425974,0.9654941558837891,-0.9642135163303465,a doughnut chart,a table,a table,550,446,.jpg,23095,_posts/2025-01-19-weekly-OFS-30.md:224,
8618,-0.9631923505512532,assets/images/imported/lnnb17-fab-si-hardmask-pattern-test-180820/image21.png,a microscope image,9.247318666893989e-05,0.9633772969245911,-0.9632848237379221,a doughnut chart,a microscope image,a microscope image,1024,943,.png,861552,_posts/2018-08-20-lnnb17-fab-si-hardmask-pattern-test-180820.md:145,
8619,-0.9632149864628445,assets/images/2026/20250114_20260119/20260117_050129_0.jpg,a ring resonator diagram,0.00018933766114059836,0.9635936617851257,-0.9634043241239851,a circular percentage chart,a ring resonator diagram,a ring resonator diagram,1200,887,.jpg,95120,_posts/2026-01-20-weekly-OFS-82.md:179,
8620,-0.9633024742433918,assets/images/2025/20250117_20250127_long_thread/20250122_050306_0.jpg,a microscope image,4.9540885811438784e-05,0.9634015560150146,-0.9633520151292032,a circular percentage chart,a microscope image,a microscope image,1200,900,.jpg,79308,_posts/2026-06-13-100G-200G-400G-800G.md:72,
